scope_level,category1,category2,product_count,comment_count,products_with_comments,products_without_comments,product_comment_coverage_pct,products_with_at_least_5_comments,products_with_at_least_10_comments,products_with_at_least_20_comments,products_with_at_least_50_comments,median_comments_per_commented_product,p95_comments_per_commented_product,non_empty_body_count,buyer_comment_count,valid_positive_rating_count,unique_brand_count,products_with_valid_historical_price,historical_price_coverage_pct,historical_price_p05,historical_price_p50,historical_price_p95
category1_category2,زیورآلات طلا مردانه,ست زیورآلات طلا مردانه,5,0,0,5,0.0,0,0,0,0,,,0,0,0,1,5,100.0,24510000.0,45290000.0,97230000.0
category1_category2,زیورآلات طلا مردانه,گردنبند طلا مردانه,7,0,0,7,0.0,0,0,0,0,,,0,0,0,2,7,100.0,11213950.0,28190000.0,38339999.99999999
category1_category2,سازهای الکترونیک,دی جی,7,18,5,2,71.42857142857143,2,0,0,0,3.0,5.8,18,7,18,2,7,100.0,116280000.0,200000000.0,553509999.9999999
category1_category2,سازهای بادی,سازدهنی,102,1317,81,21,79.41176470588235,42,28,18,6,5.0,98.0,1317,1161,1170,8,102,100.0,3452500.0,26000000.0,179499999.99999988
category1_category2,سازهای بادی,ساکسیفون,1,2,1,0,100.0,0,0,0,0,2.0,2.0,2,0,2,1,1,100.0,240000000.0,240000000.0,240000000.0
category1_category2,سازهای بادی,فلوت ریکوردر,13,535,12,1,92.3076923076923,9,9,7,3,27.0,148.29999999999993,535,516,507,3,13,100.0,593800.0,4200000.0,7399999.999999998
category1_category2,سازهای بادی,ملودیکا,22,180,15,7,68.18181818181819,5,5,3,0,3.0,42.9,180,147,155,2,22,100.0,12000000.0,25495000.0,64699999.99999999
category1_category2,سازهای بادی,نی,2,30,2,0,100.0,1,1,1,0,15.0,25.799999999999997,30,25,29,1,2,100.0,2044840.0,12913600.0,23782360.0
category1_category2,سازهای زهی,باغلاما,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,136000000.0,145000000.0,154000000.0
category1_category2,سازهای زهی,تار,7,1,1,6,14.285714285714286,0,0,0,0,1.0,1.0,1,0,1,2,7,100.0,113325000.0,399000000.0,991900000.0
category1_category2,سازهای زهی,تنبور,1,2,1,0,100.0,0,0,0,0,2.0,2.0,2,2,1,1,1,100.0,13000000.0,13000000.0,13000000.0
category1_category2,سازهای زهی,سنتور,95,437,53,42,55.78947368421053,15,9,6,1,2.0,44.39999999999999,437,355,306,3,95,100.0,25000000.0,43500000.0,160000000.0
category1_category2,سازهای زهی,سه تار,55,505,21,34,38.18181818181818,9,8,5,3,3.0,113.0,505,436,470,2,55,100.0,9870000.0,24000000.0,124600000.0
category1_category2,سازهای زهی,ویولن,83,345,47,36,56.626506024096386,22,9,4,1,4.0,24.699999999999996,345,209,324,8,83,100.0,38500000.0,71250000.0,319500000.0
category1_category2,سازهای زهی,چنگ,12,29,10,2,83.33333333333333,1,0,0,0,2.5,6.199999999999996,29,22,14,2,12,100.0,25000000.0,25000000.0,26000000.0
category1_category2,سازهای زهی,کمانچه,7,25,6,1,85.71428571428571,3,0,0,0,4.5,8.0,25,20,24,1,7,100.0,20990000.0,21990000.0,83299999.99999994
category1_category2,سازهای زهی,گیتار,261,2982,165,96,63.2183908045977,78,57,36,16,4.0,87.99999999999983,2981,2268,2832,19,261,100.0,17000000.0,26390000.0,280000000.0
category1_category2,سازهای صفحه کلیددار,پیانو,37,235,28,9,75.67567567567568,12,6,4,1,3.5,28.299999999999997,235,145,226,10,37,100.0,48080000.0,309000000.0,997039999.9999999
category1_category2,سازهای صفحه کلیددار,کالیمبا,196,1879,116,80,59.183673469387756,60,40,24,8,5.0,78.5,1879,1611,1573,9,196,100.0,4750000.0,9500000.0,19922500.0
category1_category2,سازهای صفحه کلیددار,کیبورد و ارگ,17,108,14,3,82.3529411764706,7,3,1,0,4.5,23.199999999999996,108,41,103,6,17,100.0,24000000.0,175000000.0,1071800000.0
category1_category2,سازهای کوبه‌ای,تنبک,21,128,15,6,71.42857142857143,3,2,2,1,1.0,44.299999999999955,128,113,56,2,21,100.0,6500000.0,31000000.0,71440000.0
category1_category2,سازهای کوبه‌ای,درامز,6,4,3,3,50.0,0,0,0,0,1.0,1.9,4,1,4,3,6,100.0,160000000.0,285000000.0,376250000.0
category1_category2,سازهای کوبه‌ای,دف,82,266,51,31,62.19512195121951,13,7,1,1,2.0,17.0,265,221,252,4,82,100.0,2559500.0,6950000.0,12880000.000000002
category1_category2,سازهای کوبه‌ای,پرکاشن,167,333,74,93,44.31137724550898,19,12,2,0,2.0,17.349999999999994,333,257,322,3,167,100.0,16500000.0,56990000.0,263999999.99999976
category1_category2,ساپورت های طبی,ساپورت های تنه,576,10711,430,146,74.65277777777777,273,183,125,57,7.5,148.0,10709,10164,10029,30,576,100.0,807425.0,2920000.0,11162500.0
category1_category2,ساپورت های طبی,ساپورت های دست,519,3412,300,219,57.80346820809248,153,85,42,13,5.0,45.0,3411,3236,3181,24,519,100.0,487100.00000000006,1570000.0,5049999.999999983
category1_category2,ساپورت های طبی,ساپورت های پا,840,6318,465,375,55.357142857142854,237,152,82,25,5.0,53.799999999999955,6317,6001,5895,37,840,100.0,589390.0,1842800.0,9183904.999999987
category1_category2,ساپورت های طبی,ساپورت های گردن,95,1013,66,29,69.47368421052632,35,22,17,2,5.0,43.75,1013,975,943,13,95,100.0,1021000.0,2076800.0,5649999.999999995
category1_category2,سلامت محیط,تجهیزات ضدعفونی کننده,88,258,35,53,39.77272727272727,13,7,3,1,3.0,30.39999999999995,258,194,100,13,88,100.0,872500.0000000002,24050000.0,186074999.99999994
category1_category2,سلامت محیط,تصفیه کننده آب,1726,12147,595,1131,34.472769409038236,274,191,135,67,3.0,126.89999999999986,12146,11174,11013,37,1726,100.0,32987500.0,63000000.0,133717500.0
category1_category2,سلامت محیط,تصفیه کننده هوا,112,1119,62,50,55.357142857142854,38,25,14,4,8.0,87.6499999999998,1119,886,998,30,112,100.0,5850000.0,95300000.0,397064999.99999946
category1_category2,سلامت محیط,دماسنج محیطی,92,4941,85,7,92.3913043478261,71,59,47,32,23.0,200.0,4941,4801,4642,12,92,100.0,220950.0,1315250.0,10163500.000000004
category1_category2,سلامت محیط,رطوبت‌ گیر,61,1473,32,29,52.459016393442624,18,15,14,9,7.5,200.0,1473,1434,1406,5,61,100.0,337200.0,3000000.0,215000000.0
category1_category2,سلامت محیط,فیلتر تصفیه کننده آب,1579,27168,1174,405,74.35085497150095,672,461,317,149,6.0,123.0,27165,26149,20595,59,1579,100.0,467600.00000000006,2750000.0,11000000.0
category1_category2,سلامت محیط,فیلتر تصفیه کننده هوا,38,494,32,6,84.21052631578948,10,8,5,3,2.5,74.89999999999998,494,473,331,4,38,100.0,334500.0,7641000.0,31229999.99999999
category1_category2,سلامت محیط,پارچ و کلمن تصفیه آب,9,1030,9,0,100.0,9,8,7,6,134.0,200.0,1030,978,552,4,9,100.0,2336000.0,3090000.0,6545000.0
category1_category2,شامپو و مراقبت مو,تقویت کننده مو,353,8438,212,141,60.05665722379604,125,101,76,46,8.0,200.0,8437,7808,8063,56,353,100.0,549600.0,1950000.0,6347799.999999993
category1_category2,شامپو و مراقبت مو,روغن مو,305,9275,187,118,61.31147540983606,143,120,85,50,17.0,200.0,9275,8823,8803,83,305,100.0,480080.0,2358000.0,14160000.000000002
category1_category2,شامپو و مراقبت مو,سرم و اسپری مو,787,23413,554,233,70.39390088945362,387,291,219,131,11.0,200.0,23411,22226,22298,169,787,100.0,630000.0,1781600.0,9149999.999999966
category1_category2,شامپو و مراقبت مو,شامپو مو,3667,114066,2666,1001,72.70248159258249,1890,1507,1116,647,13.0,200.0,114060,108986,108174,379,3663,99.89091900736297,395000.0,1530000.0,8446619.999999987
category1_category2,شامپو و مراقبت مو,لوسیون مو,147,4541,99,48,67.34693877551021,71,54,43,31,12.0,201.0,4541,4267,4296,43,147,100.0,483000.0,1866400.0,6674999.999999997
category1_category2,شامپو و مراقبت مو,ماسک و مراقبت مو,1848,41121,1186,662,64.17748917748918,761,570,415,234,9.0,200.0,41119,38823,39084,268,1846,99.89177489177489,610000.0,1992500.0,12490000.0
category1_category2,شامپو و مراقبت مو,نرم‌کننده مو,341,11856,246,95,72.14076246334311,174,136,102,68,13.0,201.0,11856,11296,11172,94,340,99.70674486803519,344670.0,1189000.0,8424855.0
category1_category2,صبحانه محلی,حلوا شکری، ارده و کنجد سنتی,369,0,0,369,0.0,0,0,0,0,,,0,0,0,12,369,100.0,414000.0,1050000.0,3200000.0
category1_category2,صبحانه محلی,عسل طبیعی,343,0,0,343,0.0,0,0,0,0,,,0,0,0,16,343,100.0,1205000.0,2950000.0,6914999.999999992
category1_category2,صبحانه محلی,مربا خانگی,43,0,0,43,0.0,0,0,0,0,,,0,0,0,2,43,100.0,571000.0,1035000.0,1742500.0
category1_category2,صبحانه محلی,کره بادام زمینی خانگی,114,0,0,114,0.0,0,0,0,0,,,0,0,0,4,114,100.0,815550.0,2595000.0,10800000.0
category1_category2,ضد تعریق,استیک ضد تعریق,142,5460,110,32,77.46478873239437,83,55,40,29,9.5,201.55,5460,5273,5206,17,139,97.88732394366197,974000.0,2200000.0,4116999.9999999995
category1_category2,ضد تعریق,اسپری ضد تعریق,438,12007,335,103,76.48401826484019,232,175,135,65,11.0,200.0,12006,11661,11059,44,438,100.0,445750.0,1360000.0,3000000.0
category1_category2,ضد تعریق,دئودورانت,78,594,42,36,53.84615384615385,16,7,3,2,3.0,23.64999999999997,594,572,585,11,78,100.0,791650.0,1090000.0,4500000.0
category1_category2,ضد تعریق,رول ضد تعریق,666,25848,547,119,82.13213213213213,394,325,241,148,14.0,201.0,25848,25160,24557,67,665,99.84984984984985,414200.0,990000.0,3951999.999999991
category1_category2,ضد تعریق,پد عرق گیر,429,1307,112,317,26.107226107226108,34,23,14,4,2.0,40.89999999999998,1307,1276,1245,7,429,100.0,790000.0,1660000.0,3695999.999999998
category1_category2,ضد تعریق,ژل شفاف ضد تعریق,43,987,33,10,76.74418604651163,21,14,12,4,7.0,201.4,987,957,968,6,43,100.0,1025550.0,2350000.0,3000000.0
category1_category2,ضد تعریق,کرم ضد تعریق,24,1268,17,7,70.83333333333333,15,14,10,8,44.0,203.4,1267,1203,1252,8,24,100.0,604735.0,3142400.0,6410000.0
category1_category2,ظروف سنتی,آجیل خوری سنتی,3,0,0,3,0.0,0,0,0,0,,,0,0,0,1,3,100.0,3270000.0,12000000.0,16522500.0
category1_category2,ظروف سنتی,اردور خوری سنتی,19,0,0,19,0.0,0,0,0,0,,,0,0,0,1,19,100.0,2140250.0,4500000.0,8989999.999999998
category1_category2,ظروف سنتی,بشقاب سنتی,47,0,0,47,0.0,0,0,0,0,,,0,0,0,3,47,100.0,520000.0,1240000.0,5499999.999999995
category1_category2,ظروف سنتی,بطری سنتی,36,0,0,36,0.0,0,0,0,0,,,0,0,0,1,36,100.0,1472500.0,2956450.0,4759275.0
category1_category2,ظروف سنتی,خمره سنتی,4,0,0,4,0.0,0,0,0,0,,,0,0,0,1,4,100.0,384375.0,561250.0,702000.0
category1_category2,ظروف سنتی,دیس و سینی سنتی,63,0,0,63,0.0,0,0,0,0,,,0,0,0,2,63,100.0,1496000.0,2700000.0,9128999.999999998
category1_category2,ظروف سنتی,دیگ و قابلمه سنتی,12,0,0,12,0.0,0,0,0,0,,,0,0,0,2,12,100.0,1924500.0,6545000.0,17754999.999999996
category1_category2,ظروف سنتی,سرویس چای خوری سنتی,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,75500000.0,75500000.0,75500000.0
category1_category2,ظروف سنتی,سس خوری سنتی,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,280000.0,280000.0,280000.0
category1_category2,ظروف سنتی,شکلات خوری سنتی,29,0,0,29,0.0,0,0,0,0,,,0,0,0,3,29,100.0,576000.0,2500000.0,21875999.999999985
category1_category2,ظروف سنتی,شیرینی خوری سنتی,16,0,0,16,0.0,0,0,0,0,,,0,0,0,1,16,100.0,650000.0,4750000.0,14000000.0
category1_category2,ظروف سنتی,فنجان و نعلبکی سنتی,39,0,0,39,0.0,0,0,0,0,,,0,0,0,1,39,100.0,272000.0,1900000.0,4770000.0
category1_category2,ظروف سنتی,قندان سنتی,20,0,0,20,0.0,0,0,0,0,,,0,0,0,1,20,100.0,353725.0,2570000.0,7070000.000000001
category1_category2,ظروف سنتی,قوری سنتی,7,0,0,7,0.0,0,0,0,0,,,0,0,0,1,7,100.0,680000.0,750000.0,4593999.999999996
category1_category2,ظروف سنتی,لیوان سنتی,51,0,0,51,0.0,0,0,0,0,,,0,0,0,1,51,100.0,360000.0,2150000.0,3670000.0
category1_category2,ظروف سنتی,میوه‌ خوری دست ساز,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,13100000.0,13100000.0,13100000.0
category1_category2,ظروف سنتی,نمکدان و فلفل پاش محلی,6,0,0,6,0.0,0,0,0,0,,,0,0,0,1,6,100.0,500125.0,1035000.0,1430000.0
category1_category2,ظروف سنتی,پارچ سنتی,4,0,0,4,0.0,0,0,0,0,,,0,0,0,1,4,100.0,1206500.0,1580000.0,9212499.999999996
category1_category2,ظروف سنتی,پارچ و لیوان سنتی,8,0,0,8,0.0,0,0,0,0,,,0,0,0,2,8,100.0,1149500.0,2615000.0,2865000.0
category1_category2,ظروف سنتی,پیاله و جام سنتی,5,0,0,5,0.0,0,0,0,0,,,0,0,0,1,5,100.0,454000.0,840000.0,2218000.0
category1_category2,ظروف سنتی,کاسه و بشقاب سنتی,52,0,0,52,0.0,0,0,0,0,,,0,0,0,2,52,100.0,495000.0,1767500.0,5954614.999999997
category1_category2,غیر خوراکی,بخورات,2,10,2,0,100.0,1,0,0,0,5.0,6.8,10,6,10,1,2,100.0,366050.0,429500.0,492950.0
category1_category2,غیر خوراکی,مراقبت پوست,452,135,65,387,14.380530973451327,5,1,0,0,1.0,5.799999999999997,135,119,135,4,452,100.0,290000.0,1150000.0,4300000.0
category1_category2,فرش,فرش دستبافت,2249,9,7,2242,0.31124944419742107,0,0,0,0,1.0,2.0,9,2,9,9,2249,100.0,58500000.0,236000000.0,1400000000.0
category1_category2,فرش,فرش قدیمی,1174,2,2,1172,0.17035775127768313,0,0,0,0,1.0,1.0,2,1,2,3,1174,100.0,38500000.0,175750000.0,669349999.9999999
category1_category2,فرش,فرش ماشینی,3379,13941,1243,2136,36.78603137022788,442,255,143,66,3.0,50.899999999999864,13939,12761,12620,48,3379,100.0,576400.0,15500000.0,125000000.0
category1_category2,فرش,فرش پارچه‌ای,225,93,40,185,17.77777777777778,5,0,0,0,2.0,7.0,93,81,91,3,225,100.0,1166400.0,5900000.0,13000000.0
category1_category2,فرش,فرش پوست,158,6,5,153,3.1645569620253164,0,0,0,0,1.0,1.7999999999999998,6,5,6,2,158,100.0,6350000.000000001,13500000.0,35120250.00000001
category1_category2,فرش,نمد فرش,51,90,25,26,49.01960784313726,6,2,0,0,2.0,12.399999999999977,90,80,76,1,51,100.0,1875000.0,8950000.0,19500000.0
category1_category2,قالی و قالیچه,جاجیم سنتی,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,3625000.0,13750000.0,23875000.0
category1_category2,قالی و قالیچه,زیرانداز سنتی,8,0,0,8,0.0,0,0,0,0,,,0,0,0,2,8,100.0,1980000.0,2740000.0,9601249.999999998
category1_category2,قالی و قالیچه,زیلو,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,27500000.0,27500000.0,27500000.0
category1_category2,قالی و قالیچه,قالی و قالیچه محلی,77,0,0,77,0.0,0,0,0,0,,,0,0,0,2,77,100.0,23000000.0,75900000.0,658300000.0000001
category1_category2,قالی و قالیچه,گبه سنتی,126,0,0,126,0.0,0,0,0,0,,,0,0,0,1,126,100.0,6000000.0,21000000.0,81075000.0
category1_category2,قالی و قالیچه,گلیم سنتی,186,0,0,186,0.0,0,0,0,0,,,0,0,0,2,186,100.0,5525000.0,15900000.0,39500000.0
category1_category2,لباس زنانه,بلوز و شومیز زنانه,3015,4747,968,2047,32.106135986733,202,86,40,13,2.0,15.0,4746,4410,4322,144,3015,100.0,1797000.0000000002,4095900.0,11500000.0
category1_category2,لباس زنانه,تاپ و نیم تنه زنانه,3866,8468,1005,2861,25.995861355406106,261,145,79,36,2.0,34.0,8467,8186,8049,125,3866,100.0,700000.0,2000000.0,6649250.0
category1_category2,لباس زنانه,تونیک زنانه,2093,3703,639,1454,30.5303392259914,123,64,37,11,1.0,20.100000000000023,3702,3486,2906,80,2093,100.0,1020000.0,3360000.0,9690000.0
category1_category2,لباس زنانه,تی شرت زنانه,9667,18764,2233,7434,23.099203475742215,588,316,176,77,2.0,33.40000000000009,18760,17956,17334,150,9666,99.98965552911969,790000.0,1870000.0,5250000.0
category1_category2,لباس زنانه,جوراب و ساق زنانه,7137,47043,2905,4232,40.70337676895054,1206,757,470,230,3.0,87.0,47039,45793,44367,91,7136,99.98598851057868,243000.0,680000.0,2800000.0
category1_category2,لباس زنانه,دامن زنانه,1444,3019,603,841,41.7590027700831,129,55,31,6,2.0,19.899999999999977,3019,2767,2791,64,1444,100.0,1500000.0,3400000.0,8990000.0
category1_category2,لباس زنانه,سویشرت زنانه,1138,1436,366,772,32.161687170474515,68,40,14,2,2.0,16.0,1436,1350,1350,59,1138,100.0,1680000.0,1880000.0,12000000.0
category1_category2,لباس زنانه,شلوار جین زنانه,1229,2462,372,857,30.268510984540278,109,59,31,7,2.0,27.899999999999977,2462,2302,2408,85,1229,100.0,2990000.0,6760000.0,16000000.0
category1_category2,لباس زنانه,شلوار و سرهمی زنانه,2047,5675,797,1250,38.935026868588174,228,109,47,20,2.0,24.0,5675,5313,5327,128,2047,100.0,1890000.0,5000000.0,14041999.999999989
category1_category2,لباس زنانه,شلوارک زنانه,724,587,189,535,26.104972375690608,31,9,3,1,1.0,9.0,587,547,552,47,724,100.0,1757500.0,4215000.0,8595920.0
category1_category2,لباس زنانه,لباس بارداری,783,1619,257,526,32.82247765006386,68,42,16,5,2.0,24.0,1619,1573,1444,25,783,100.0,940000.0,3000000.0,10030000.0
category1_category2,لباس زنانه,لباس خواب و راحتی زنانه,7464,24802,2504,4960,33.547695605573416,727,417,258,112,2.0,42.0,24800,24369,23249,138,7464,100.0,900000.0,2800000.0,9000000.0
category1_category2,لباس زنانه,لباس زیر زنانه,12930,80764,5322,7608,41.1600928074246,2184,1374,842,396,3.0,77.0,80755,80532,76309,189,12930,100.0,490000.0,1200000.0,6000000.0
category1_category2,لباس زنانه,لباس ورزشی زنانه,11485,15071,2699,8786,23.50021767522856,591,295,125,46,2.0,18.0,15070,14644,14421,162,11485,100.0,1352000.0,4559000.0,10000000.0
category1_category2,لباس زنانه,لگینگ زنانه,879,1745,331,548,37.65642775881684,92,42,15,4,2.0,17.5,1745,1648,1248,43,879,100.0,1000000.0,2350000.0,7500000.0
category1_category2,لباس زنانه,هودی زنانه,2519,7064,771,1748,30.607383882493053,212,105,58,36,2.0,36.5,7064,6618,6518,55,2519,100.0,1050000.0,1389000.0,8630000.0
category1_category2,لباس زنانه,پالتو، بارانی و کاپشن زنانه,1293,1536,322,971,24.903325599381283,103,37,14,1,2.0,17.94999999999999,1536,1407,1481,80,1293,100.0,4880000.0,9650000.0,44012999.99999999
category1_category2,لباس زنانه,پوشش اسلامی,3587,13518,1467,2120,40.89768608865347,475,268,145,61,2.0,39.0,13516,12750,12652,99,3586,99.97212155004182,1046250.0,5980000.0,16800000.0
category1_category2,لباس زنانه,پولوشرت زنانه,61,135,21,40,34.42622950819672,7,4,3,0,2.0,25.0,135,125,131,13,61,100.0,1180000.0,3360000.0,17000000.0
category1_category2,لباس زنانه,پیراهن و لباس مجلسی زنانه,2908,2418,724,2184,24.896836313617605,117,40,16,2,2.0,11.0,2418,2213,2305,104,2907,99.9656121045392,2616590.0,6900000.0,19987000.0
category1_category2,لباس زنانه,ژاکت و پلیور زنانه,1194,961,295,899,24.706867671691793,40,20,5,1,1.0,12.0,961,920,903,67,1194,100.0,2500000.0,5689000.0,13517499.999999996
category1_category2,لباس زنانه,کت،جلیقه و ست رسمی زنانه,465,567,141,324,30.322580645161292,40,15,1,0,2.0,14.0,567,516,455,41,465,100.0,2980000.0,8500000.0,28907999.999999985
category1_category2,لباس سنتی و محلی,لباس محلی زنانه,72,0,0,72,0.0,0,0,0,0,,,0,0,0,3,72,100.0,1410000.0,4025000.0,13430000.000000015
category1_category2,لباس سنتی و محلی,لباس محلی مردانه,17,0,0,17,0.0,0,0,0,0,,,0,0,0,2,17,100.0,1176000.0,3352500.0,23775999.999999978
category1_category2,لباس سنتی و محلی,پوشاک بچگانه,3,0,0,3,0.0,0,0,0,0,,,0,0,0,1,3,100.0,1710000.0,1800000.0,2047590.0
category1_category2,لباس مردانه,تاپ مردانه,1124,2463,446,678,39.679715302491104,140,68,28,1,3.0,21.0,2463,2383,2318,24,1124,100.0,499000.0,1089000.0,4413499.999999953
category1_category2,لباس مردانه,تی شرت مردانه,18044,58911,5239,12805,29.034582132564843,1772,1030,558,259,2.0,48.0,58901,56793,55459,188,18044,100.0,489000.0,2299000.0,7900000.0
category1_category2,لباس مردانه,جوراب مردانه,3673,36000,1619,2054,44.07841001905799,739,505,331,191,4.0,161.19999999999982,35998,34945,33842,78,3673,100.0,240000.0,797000.0,4661999.999999989
category1_category2,لباس مردانه,ساق مردانه,68,1131,40,28,58.8235294117647,17,16,14,7,2.5,139.14999999999998,1130,1107,1069,2,68,100.0,285250.0,840000.0,2988700.0
category1_category2,لباس مردانه,سویشرت مردانه,2468,5426,733,1735,29.700162074554296,206,117,60,17,2.0,27.799999999999955,5425,5220,4971,77,2468,100.0,1554000.0,2800000.0,14482500.000000004
category1_category2,لباس مردانه,شلوار جین مردانه,745,3285,148,597,19.86577181208054,64,46,38,19,3.0,141.3,3285,3186,3083,43,745,100.0,3630900.0,10000000.0,28000000.0
category1_category2,لباس مردانه,شلوار و سرهمی مردانه,1274,10212,523,751,41.051805337519625,235,161,103,57,4.0,115.79999999999995,10210,9890,9767,62,1274,100.0,1692285.0,7110000.0,24000000.0
category1_category2,لباس مردانه,شلوارک مردانه,406,1393,136,270,33.49753694581281,35,18,13,7,2.0,39.5,1392,1349,1360,35,406,100.0,2490000.0,5612500.0,11200000.0
category1_category2,لباس مردانه,لباس راحتی مردانه,4866,17673,1630,3236,33.49773941635841,584,356,203,83,2.0,50.549999999999955,17673,17071,16573,89,4866,100.0,999000.0,2200000.0,9800000.0
category1_category2,لباس مردانه,لباس زیر مردانه,7344,63001,3317,4027,45.1661220043573,1379,955,630,331,3.0,121.19999999999982,62994,62436,59353,130,7344,100.0,550000.0,1900000.0,8700000.0
category1_category2,لباس مردانه,لباس ورزشی مردانه,6106,31072,2646,3460,43.33442515558467,1011,630,344,133,3.0,49.75,31070,29560,29155,122,6105,99.98362266622993,780000.0,4490000.0,19890000.0
category1_category2,لباس مردانه,هودی مردانه,3244,22426,1064,2180,32.79901356350185,479,343,232,127,3.5,130.69999999999982,22424,21435,20838,61,3244,100.0,990000.0,2499000.0,9000000.0
category1_category2,لباس مردانه,پالتو، بارانی و کاپشن مردانه,824,1989,103,721,12.5,56,33,19,11,5.0,91.99999999999983,1988,1896,1926,70,824,100.0,5950000.0,20000000.0,105477999.99999969
category1_category2,لباس مردانه,پولوشرت مردانه,1442,8491,574,868,39.80582524271845,221,140,84,48,3.0,87.35000000000002,8491,8213,7627,76,1442,100.0,2141400.0,3900000.0,14000000.0
category1_category2,لباس مردانه,پیراهن مردانه,2682,4752,827,1855,30.835197613721103,233,100,35,14,2.0,17.699999999999932,4751,4503,4569,91,2681,99.96271439224459,2700000.0,6720000.0,20500000.0
category1_category2,لباس مردانه,ژاکت و پلیور مردانه,1283,6860,573,710,44.66095089633671,254,150,80,25,4.0,46.0,6859,6633,6540,58,1283,100.0,2030000.0,4600000.0,19070999.999999974
category1_category2,لباس مردانه,کت، جلیقه و ست رسمی مردانه,377,188,38,339,10.079575596816976,13,4,1,0,3.0,14.449999999999996,188,180,185,25,377,100.0,3950000.0,21000000.0,54555999.99999999
category1_category2,لبنیات سنتی,پنیر خشک محلی,56,0,0,56,0.0,0,0,0,0,,,0,0,0,5,56,100.0,329750.0,782500.0,1805000.0
category1_category2,لبنیات سنتی,کره گیاهی و حیوانی محلی,9,0,0,9,0.0,0,0,0,0,,,0,0,0,1,9,100.0,2080000.0,3100000.0,4870000.0
category1_category2,لبنیات سنتی,کشک خشک محلی,85,0,0,85,0.0,0,0,0,0,,,0,0,0,5,85,100.0,349200.0,967200.0,2004199.9999999998
category1_category2,لوازم آشپزخانه سنتی,تابه دست ساز,4,0,0,4,0.0,0,0,0,0,,,0,0,0,1,4,100.0,5215000.0,6400000.0,11316499.999999998
category1_category2,لوازم آشپزخانه سنتی,تخته سرو دست ساز,30,0,0,30,0.0,0,0,0,0,,,0,0,0,3,30,100.0,1621750.0,5386250.0,9910000.0
category1_category2,لوازم آشپزخانه سنتی,سبد دستبافت,108,0,0,108,0.0,0,0,0,0,,,0,0,0,4,108,100.0,379350.0,910000.0,3426499.999999998
category1_category2,لوازم آشپزخانه سنتی,سرویس قاشق و چنگال و کارد دست ساز,4,0,0,4,0.0,0,0,0,0,,,0,0,0,2,4,100.0,380000.0,715000.0,1993499.9999999995
category1_category2,لوازم آشپزخانه سنتی,قاشق دست ساز,17,0,0,17,0.0,0,0,0,0,,,0,0,0,2,17,100.0,475000.0,1060000.0,3142399.999999999
category1_category2,لوازم آشپزخانه سنتی,هاون سنتی,4,0,0,4,0.0,0,0,0,0,,,0,0,0,1,4,100.0,1050500.0,2475000.0,3882500.0
category1_category2,لوازم آشپزخانه سنتی,پیمانه دست ساز,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,2521000.0,7390000.0,12259000.0
category1_category2,لوازم آشپزخانه سنتی,چاقو دست ساز,3,0,0,3,0.0,0,0,0,0,,,0,0,0,1,3,100.0,2790000.0,5490000.0,6390000.0
category1_category2,لوازم اداری,آهن ربا,314,9814,225,89,71.65605095541402,153,119,91,53,11.0,200.0,9812,9568,9130,4,314,100.0,203900.0,440000.0,975359.9999999998
category1_category2,لوازم اداری,ابزار بایگانی,599,15257,407,192,67.9465776293823,285,224,163,83,13.0,200.0,15256,14923,14440,20,599,100.0,238800.0,585000.0,999000.0
category1_category2,لوازم اداری,اقلام مصرفی لوازم اداری,709,18639,516,193,72.77856135401974,357,260,186,111,10.0,200.0,18635,18301,17327,34,709,100.0,192000.0,498500.0,974080.0000000001
category1_category2,لوازم اداری,تخته,190,3456,126,64,66.3157894736842,76,55,35,18,7.0,190.5,3455,3383,3211,8,190,100.0,244890.0,440000.0,974100.0
category1_category2,لوازم اداری,تمبر,1867,461,245,1622,13.122656668452063,19,3,0,0,1.0,5.799999999999983,461,450,450,1,1867,100.0,161500.00000000006,480000.0,900000.0
category1_category2,لوازم اداری,ذره بین,83,2171,53,30,63.855421686746986,40,36,28,14,20.0,171.79999999999998,2171,2118,2021,2,83,100.0,264310.0,580000.0,1051700.0
category1_category2,لوازم اداری,سطل زباله اداری,27,1360,21,6,77.77777777777777,15,14,11,8,20.0,200.0,1360,1343,737,5,27,100.0,424000.0,700000.0,1024929.9999999999
category1_category2,لوازم اداری,قیچی,288,8508,201,87,69.79166666666667,138,108,90,53,13.0,200.0,8507,8310,8054,15,288,100.0,258765.0,537500.0,897389.9999999999
category1_category2,لوازم اداری,لوازم اداری رومیزی,1336,17652,480,856,35.92814371257485,297,229,176,110,8.0,200.0,17652,17200,16681,44,1336,100.0,318450.0,860000.0,1090000.0
category1_category2,لوازم اداری,مجموعه لوازم اداری,2,0,0,2,0.0,0,0,0,0,,,0,0,0,2,2,100.0,943000.0,970000.0,997000.0
