scope_level,category1,category2,product_count,comment_count,products_with_comments,products_without_comments,product_comment_coverage_pct,products_with_at_least_5_comments,products_with_at_least_10_comments,products_with_at_least_20_comments,products_with_at_least_50_comments,median_comments_per_commented_product,p95_comments_per_commented_product,non_empty_body_count,buyer_comment_count,valid_positive_rating_count,unique_brand_count,products_with_valid_historical_price,historical_price_coverage_pct,historical_price_p05,historical_price_p50,historical_price_p95
category1_category2,بهداشت و زیبایی ناخن,آرایش ناخن,1945,34494,1323,622,68.02056555269922,766,549,375,193,6.0,148.0,34491,33274,32959,9,1945,100.0,137000.0,195000.0,908439.9999999997
category1_category2,بهداشت و زیبایی ناخن,آویز و نگین ناخن,157,650,94,63,59.87261146496815,33,11,6,3,3.0,22.099999999999966,650,606,623,2,157,100.0,215600.0,827700.0,1645519.9999999993
category1_category2,بهداشت و زیبایی ناخن,تقویت کننده ناخن,88,3639,48,40,54.54545454545455,39,35,31,20,45.0,200.0,3639,3410,3414,24,88,100.0,502750.00000000006,1215000.0,6035499.999999999
category1_category2,بهداشت و زیبایی ناخن,قلم موی ناخن,140,1821,69,71,49.285714285714285,32,28,18,11,4.0,185.1999999999998,1821,1763,1774,6,140,100.0,340000.0,1015800.0,6200000.0
category1_category2,بهداشت و زیبایی ناخن,لاک ناخن,4113,54961,2173,1940,52.832482372963774,1118,779,515,303,5.0,190.0,54956,52077,51589,68,4111,99.95137369316801,350000.0,590000.0,1700000.0
category1_category2,بهداشت و زیبایی ناخن,لاک پاک کن,293,12993,223,70,76.10921501706484,170,146,112,82,20.0,200.0,12992,12631,12310,36,293,100.0,149200.0,362500.0,1498800.0
category1_category2,بهداشت و زیبایی ناخن,لاک پایه,13,179,7,6,53.84615384615385,2,1,1,1,1.0,117.99999999999989,179,161,157,7,13,100.0,570000.0,1038900.0,5399999.999999996
category1_category2,بهداشت و زیبایی ناخن,مانیکور، پدیکور,4049,15154,685,3364,16.91775747098049,276,201,146,86,3.0,158.19999999999982,15154,14707,14409,56,4049,100.0,329000.0,459000.0,2300000.0
category1_category2,بهداشت و زیبایی ناخن,مواد و لوازم کاشت ناخن,371,5279,200,171,53.908355795148246,124,93,66,32,8.0,115.14999999999995,5278,4976,5087,15,371,100.0,286250.0,1450000.0,6290000.0
category1_category2,بهداشت و زیبایی ناخن,ناخن مصنوعی,525,6253,250,275,47.61904761904762,106,76,59,31,3.0,200.0,6252,5905,6073,15,525,100.0,185000.0,490000.0,1481999.9999999981
category1_category2,بهداشت و زیبایی ناخن,ناخن گیر,373,5444,176,197,47.184986595174266,96,72,49,33,5.0,200.0,5444,5334,5168,38,373,100.0,260000.0,600000.0,3803880.0
category1_category2,بهداشت و زیبایی ناخن,پودر لاک ناخن,90,1472,55,35,61.111111111111114,35,26,18,9,7.0,109.99999999999997,1472,1395,1407,2,90,100.0,150000.0,675000.0,1482000.0
category1_category2,بهداشت و سلامت کودک,تب سنج و دماسنج کودک و نوزاد,55,890,26,29,47.27272727272727,16,10,7,4,8.0,200.0,890,865,859,13,55,100.0,898690.0,2250000.0,8792999.999999996
category1_category2,بهداشت و سلامت کودک,دندان گیر کودک و نوزاد,173,1348,69,104,39.884393063583815,35,26,18,10,5.0,85.1999999999999,1347,1296,1253,20,173,100.0,493000.0,1920000.0,4870000.0
category1_category2,بهداشت و سلامت کودک,شانه و برس کودک,191,1257,82,109,42.931937172774866,33,24,12,6,3.0,99.45000000000014,1257,1204,1197,18,191,100.0,269000.0,769000.0,5140000.0
category1_category2,بهداشت و سلامت کودک,پوار بینی,35,803,27,8,77.14285714285714,16,14,7,4,10.0,172.69999999999993,803,776,774,10,35,100.0,292000.0,989000.0,9969999.999999972
category1_category2,بهداشت و سلامت کودک,چارت اندازه گیری کودک و نوزاد,100,475,63,37,63.0,22,16,7,1,3.0,27.699999999999996,475,464,443,5,100,100.0,425000.0,1344200.0,2904999.9999999995
category1_category2,بهداشت و سلامت کودک,گوش پاک کن کودک و نوزاد,13,426,10,3,76.92307692307692,9,5,5,3,21.5,113.19999999999999,426,411,413,5,13,100.0,153200.0,360000.0,1319999.9999999995
category1_category2,بهداشت و مراقبت بدن,بخور,8,49,4,4,50.0,3,3,0,0,14.5,18.7,49,48,43,3,8,100.0,399200.0,1522500.0,4937499.999999998
category1_category2,بهداشت و مراقبت بدن,دستمال مرطوب,285,12018,242,43,84.91228070175438,183,151,108,72,16.0,201.0,12017,11631,11372,33,285,100.0,211800.0,617600.0,3072000.000000001
category1_category2,بهداشت و مراقبت بدن,روغن آفتاب,66,502,21,45,31.818181818181817,7,3,3,3,2.0,200.0,502,483,494,12,66,100.0,922500.0,3595000.0,14850000.0
category1_category2,بهداشت و مراقبت بدن,شامپو بدن,769,26499,559,210,72.69180754226268,397,316,223,142,13.0,201.0,26498,25669,25445,116,769,100.0,368800.0,1299000.0,5455399.99999999
category1_category2,بهداشت و مراقبت بدن,صابون ضد باکتری,74,3461,66,8,89.1891891891892,50,43,32,23,17.5,200.0,3461,3335,3216,13,74,100.0,268250.0,714650.0,3993500.0
category1_category2,بهداشت و مراقبت بدن,ضدعفونی کننده,152,3094,81,71,53.28947368421053,54,46,33,16,14.0,200.0,3093,2989,2908,24,152,100.0,230000.0,1100000.0,6426999.999999999
category1_category2,بهداشت و مراقبت بدن,لوسیون و روغن بدن,1076,32881,772,304,71.74721189591078,508,416,309,190,12.0,200.0,32879,31568,31104,159,1076,100.0,329000.0,1250000.0,7000000.0
category1_category2,بهداشت و مراقبت بدن,نمک حمام,598,10795,391,207,65.38461538461539,242,177,115,55,9.0,194.5,10795,10491,10377,11,598,100.0,149250.0,320000.0,1807499.9999999988
category1_category2,بهداشت و مراقبت بدن,پوشک بزرگسال (پوشینه بزرگسال),70,1294,32,38,45.714285714285715,22,22,15,8,16.5,139.64999999999998,1294,1261,1204,11,70,100.0,1540500.0,2782150.0,12165000.0
category1_category2,بهداشت و مراقبت بدن,ژل بهداشتی,131,8723,103,28,78.62595419847328,87,80,70,54,54.0,202.0,8722,8407,8353,51,131,100.0,513750.0,928000.0,4475000.0
category1_category2,بهداشت و مراقبت بدن,کرم ترک پا,73,5678,63,10,86.3013698630137,57,52,46,32,50.0,203.0,5676,5481,5452,41,73,100.0,316000.0,712000.0,4727999.999999991
category1_category2,بهداشت و مراقبت بدن,کرم لاغری,3,506,3,0,100.0,3,3,3,3,200.0,200.0,506,494,489,2,3,100.0,695000.0,1550000.0,3566000.0
category1_category2,بهداشت و مراقبت بدن,کرم لیفتینگ بدن,4,36,1,3,25.0,1,1,1,0,36.0,36.0,36,33,36,4,4,100.0,2389500.0,14715000.0,20385000.0
category1_category2,بهداشت و مراقبت بدن,گوش پاک کن,194,7435,130,64,67.01030927835052,103,85,72,46,30.0,200.0,7435,7293,7079,17,194,100.0,211300.0,500000.0,13855104.999999972
category1_category2,بهداشت و نگهداری کودک,صابون بچه,116,2931,107,9,92.24137931034483,76,61,38,19,13.0,106.09999999999997,2931,2822,2755,21,116,100.0,198200.0,534500.0,2017500.0
category1_category2,تجهیزات استودیویی,اسپیکر مانیتور و اجرای زنده,64,73,23,41,35.9375,5,1,0,0,2.0,6.899999999999999,73,47,69,13,64,100.0,12257100.0,138400000.0,655099999.9999996
category1_category2,تجهیزات استودیویی,تجهیزات آکوستیک,337,3160,246,91,72.99703264094956,113,82,38,15,4.0,51.75,3160,2940,2088,2,337,100.0,694640.0,2474200.0,11000000.0
category1_category2,تجهیزات استودیویی,تجهیزات نور زنده,198,4078,161,37,81.31313131313131,84,61,41,21,5.0,149.0,4077,3857,3896,6,198,100.0,897000.0,6695000.0,44637899.99999999
category1_category2,تجهیزات استودیویی,ضبط کننده حرفه ای صدا,11,63,11,0,100.0,5,3,0,0,4.0,13.5,63,44,60,1,11,100.0,55500000.0,117000000.0,156750000.0
category1_category2,تجهیزات استودیویی,متعلقات استودیو,97,739,65,32,67.01030927835052,27,19,12,4,4.0,49.199999999999974,739,698,704,11,97,100.0,167200.0,2090000.0,27189999.99999996
category1_category2,تجهیزات استودیویی,میدی کیبورد و کنترلر,52,111,28,24,53.84615384615385,8,4,0,0,1.5,14.249999999999993,111,92,110,11,52,100.0,52446000.0,104000000.0,219890000.0
category1_category2,تجهیزات استودیویی,میکروفون استودیویی,133,2467,101,32,75.93984962406014,63,41,26,12,8.0,123.0,2467,2191,2351,25,133,100.0,3165600.0,32860000.0,170799999.99999976
category1_category2,تجهیزات استودیویی,میکسر,17,21,6,11,35.294117647058826,1,0,0,0,2.5,7.75,21,12,20,5,17,100.0,41692000.0,168000000.0,495999999.9999998
category1_category2,تجهیزات استودیویی,هدفون حرفه‌ای,31,217,21,10,67.74193548387096,15,7,4,0,7.0,26.0,217,159,211,12,31,100.0,18050000.0,52600000.0,345000000.0
category1_category2,تجهیزات استودیویی,پری آمپلی‌فایر,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,57500000.0,57500000.0,57500000.0
category1_category2,تجهیزات استودیویی,کابل تخصصی صدا,77,346,49,28,63.63636363636363,19,10,4,0,4.0,23.19999999999999,346,329,169,8,77,100.0,1271100.0,5100000.0,48600000.000000015
category1_category2,تجهیزات استودیویی,کارت صدا استدیو,72,1163,48,24,66.66666666666667,27,14,8,4,5.0,200.0,1162,1079,1105,18,72,100.0,706300.0,84750000.0,256016255.00000012
category1_category2,ترشیجات و شور خانگی,خیارشور و ترشیجات خانگی,63,0,0,63,0.0,0,0,0,0,,,0,0,0,4,63,100.0,490000.0,900000.0,2826999.9999999995
category1_category2,ترشیجات و شور خانگی,زیتون محلی,13,0,0,13,0.0,0,0,0,0,,,0,0,0,2,13,100.0,854000.0,1310000.0,2039999.9999999998
category1_category2,ترشیجات و شور خانگی,چاشنی‌های ترش خانگی,219,0,0,219,0.0,0,0,0,0,,,0,0,0,7,219,100.0,350000.0,650000.0,1454999.9999999998
category1_category2,تنقلات خانگی,آدامس طبیعی,38,0,0,38,0.0,0,0,0,0,,,0,0,0,3,38,100.0,392500.0,670000.0,4907500.0
category1_category2,تنقلات خانگی,تخمه و مغز طعم‌دار محلی,275,0,0,275,0.0,0,0,0,0,,,0,0,0,9,275,100.0,310000.0,1512500.0,5550110.000000002
category1_category2,تنقلات خانگی,لواشک، برگه و آلوچه خانگی,722,0,0,722,0.0,0,0,0,0,,,0,0,0,9,722,100.0,374790.00000000006,1560000.0,5202449.999999999
category1_category2,حمام کودک و شست و شو,تبدیل توالت فرنگی و صندلی حمام,163,2944,91,72,55.828220858895705,50,36,30,20,6.0,171.0,2944,2872,2716,13,163,100.0,1504000.0,2200000.0,8991000.0
category1_category2,حمام کودک و شست و شو,حوله کودک و نوزاد,943,1822,178,765,18.87592788971368,72,44,25,6,3.0,45.150000000000006,1822,1750,1707,49,943,100.0,690000.0,4750000.0,12000000.0
category1_category2,حمام کودک و شست و شو,شامپو کودک و نوزاد,653,17375,487,166,74.57886676875957,301,223,168,102,8.0,200.0,17375,16725,16468,90,653,100.0,247600.0,785000.0,3368439.999999999
category1_category2,حمام کودک و شست و شو,لیف کودک و نوزاد,258,515,95,163,36.82170542635659,20,12,6,2,2.0,21.0,515,490,302,7,257,99.6124031007752,300000.0,540000.0,1402500.0
category1_category2,حمام کودک و شست و شو,مینی واش,60,101,4,56,6.666666666666667,3,3,1,1,16.5,59.499999999999986,101,97,100,11,60,100.0,2889755.0,26000000.0,69515000.0
category1_category2,حمام کودک و شست و شو,وان حمام کودک و نوزاد,87,609,27,60,31.03448275862069,21,16,9,4,11.0,85.7,609,569,569,15,87,100.0,953000.0,4450000.0,20850000.0
category1_category2,خواب و حمام,حوله محلی,14,0,0,14,0.0,0,0,0,0,,,0,0,0,1,14,100.0,2000000.0,2800000.0,3600000.0
category1_category2,خواب و حمام,پتو سنتی,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,29750000.0,72500000.0,115250000.0
category1_category2,خواب و حمام,کوسن سنتی,39,0,0,39,0.0,0,0,0,0,,,0,0,0,2,39,100.0,1936990.0,4300000.0,9082900.0
category1_category2,خوار و بار محلی,برنج محلی,166,0,0,166,0.0,0,0,0,0,,,0,0,0,7,166,100.0,1162500.0,7405000.0,14675000.0
category1_category2,خوار و بار محلی,روغن محلی,245,0,0,245,0.0,0,0,0,0,,,0,0,0,15,245,100.0,1076000.0,3100000.0,10549999.999999989
category1_category2,دخترانه,اکسسوری دخترانه,11314,45892,3480,7834,30.758352483648576,1203,741,459,233,2.0,67.04999999999973,45885,43515,41847,87,11314,100.0,220000.0,720000.0,3900000.0
category1_category2,دخترانه,لباس دخترانه,21781,40525,5169,16612,23.731692759744732,1424,787,383,143,2.0,30.0,40521,39090,36801,280,21781,100.0,389000.0,1700000.0,6800000.0
category1_category2,دخترانه,کفش دخترانه,2165,5849,920,1245,42.494226327944574,293,145,54,15,3.0,21.049999999999955,5849,5520,4722,70,2164,99.95381062355658,750000.0,2400000.0,13469999.999999981
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,بافتنی,1492,1755,290,1202,19.43699731903485,67,32,15,4,2.0,21.750000000000057,1755,1541,1693,4,1492,100.0,750000.0,2150000.0,6045000.000000005
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,ترمه,871,665,106,765,12.1699196326062,41,15,5,2,3.0,18.0,665,640,657,8,871,100.0,720000.0,9752000.0,35000000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,جاجیم,15,82,7,8,46.666666666666664,5,4,1,0,13.0,25.699999999999992,82,79,82,1,15,100.0,1064000.0,1800000.0,2100000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,دستمال و حوله دستبافت,3,0,0,3,0.0,0,0,0,0,,,0,0,0,1,3,100.0,1220000.0,1400000.0,1643000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,سرمه دوزی,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,6400000.0,19000000.0,31600000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,سوزن دوزی,784,54,30,754,3.826530612244898,2,1,0,0,1.0,4.099999999999994,54,28,54,3,784,100.0,1000000.0,3000000.0,22000000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,مبل پاف,51,0,0,51,0.0,0,0,0,0,,,0,0,0,2,51,100.0,6590000.0,9590000.0,14700000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,ملزومات بافتنی,1045,5226,637,408,60.95693779904306,252,128,62,18,3.0,35.19999999999993,5225,5009,4915,7,1045,100.0,275000.0,550000.0,1100000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,پارچه,3457,6269,1068,2389,30.89383858837142,333,155,75,10,2.0,24.0,6268,5701,6043,12,3457,100.0,175000.0,1199000.0,8440000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,پارچه قلمکار,221,93,19,202,8.597285067873303,4,2,1,0,3.0,19.799999999999983,93,91,90,3,221,100.0,2000000.0,5040000.0,10700000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,پرچم,5332,1785,470,4862,8.81470367591898,67,32,12,5,1.0,13.0,1785,1700,1697,6,5332,100.0,1200000.0,2590000.0,9900000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,کیف دست دوز پارچه ای,298,700,103,195,34.56375838926174,41,19,7,1,3.0,23.89999999999999,700,669,641,8,298,100.0,580000.0,2500000.0,6800000.0
category1_category2,دست بافته‌ ها، رودوزی و محصولات پارچه ای و چرمی,کیف چرمی دست دوز,1197,109,53,1144,4.427736006683375,4,2,0,0,1.0,6.0,109,71,83,9,1196,99.91645781119465,1200000.0,2100000.0,15000000.0
category1_category2,دست سازه های هنری,آینه دست‌ساز,104,42,11,93,10.576923076923077,3,2,0,0,1.0,14.0,42,38,42,3,104,100.0,350000.0,2530000.0,15000000.0
category1_category2,دست سازه های هنری,تابلو صنایع دستی,4554,320,88,4466,1.932367149758454,13,8,3,0,1.0,16.599999999999966,320,290,290,10,4554,100.0,1243000.0,8496050.0,40000000.0
category1_category2,دست سازه های هنری,تندیس و مجسمه دست ساز,482,319,82,400,17.012448132780083,14,2,2,1,2.0,6.950000000000003,319,291,313,4,481,99.79253112033194,380000.0,2989000.0,11000000.0
category1_category2,دست سازه های هنری,جاشمعی، جاعودی و آباژور,1303,4477,406,897,31.15886415963162,132,76,46,22,2.0,54.0,4477,4281,4393,13,1303,100.0,329900.0,1099000.0,4724999.999999966
category1_category2,دست سازه های هنری,جاکلیدی,5338,7143,634,4704,11.877107530910454,188,114,67,41,2.0,58.700000000000045,7142,6742,6943,12,5338,100.0,470000.0,778500.0,1800000.0
category1_category2,دست سازه های هنری,جعبه هدیه,1894,9248,507,1387,26.768743400211193,216,142,92,44,3.0,121.79999999999995,9247,8902,8750,9,1894,100.0,230000.0,1410000.0,5386500.0
category1_category2,دست سازه های هنری,دست سازه های توان یابان,1,64,1,0,100.0,1,1,1,1,64.0,64.0,64,60,29,1,1,100.0,750000.0,750000.0,750000.0
category1_category2,دست سازه های هنری,ساعت دست‌ساز,291,79,5,286,1.7182130584192439,3,2,1,1,5.0,46.8,79,75,50,7,291,100.0,2484500.0,6000000.0,19500000.0
category1_category2,دست سازه های هنری,صنایع دستی تزئینی,500,271,72,428,14.4,11,7,5,0,1.0,24.0,271,212,157,4,500,100.0,350000.0,1500000.0,11420499.999999972
category1_category2,دست سازه های هنری,طبقه و قفسه,242,1763,111,131,45.86776859504132,46,29,19,9,3.0,78.0,1762,1724,1666,1,242,100.0,406350.0,2100000.0,7894799.999999998
category1_category2,دست سازه های هنری,ظروف شیشه‌ای,258,335,61,197,23.643410852713178,18,13,2,0,2.0,19.0,335,314,330,2,257,99.6124031007752,956940.0,2966500.0,9147260.0
category1_category2,دست سازه های هنری,قاب عکس دست‌ساز,74,108,24,50,32.432432432432435,5,1,1,0,2.0,8.399999999999991,108,98,107,1,74,100.0,432500.0,1825000.0,6852499.999999999
category1_category2,دست سازه های هنری,ملیله کاغذی,48,343,33,15,68.75,14,10,4,1,3.0,30.599999999999994,343,333,309,2,48,100.0,229800.0,720000.0,2649499.9999999995
category1_category2,دست سازه های هنری,کابوس گیر,139,903,90,49,64.74820143884892,40,23,11,2,4.0,36.099999999999994,902,857,857,2,139,100.0,319000.0,680000.0,4000000.0
category1_category2,دفتر و کاغذ و مقوا,دفتر,26458,82320,5928,20530,22.405321641847458,2129,1332,791,402,3.0,70.0,82312,78836,78833,86,26450,99.969763398594,350000.0,660000.0,1000000.0
category1_category2,دفتر و کاغذ و مقوا,مقوا,183,6655,133,50,72.6775956284153,96,76,61,39,15.0,200.0,6655,6520,6372,11,183,100.0,210990.0,645000.0,950000.0
category1_category2,دفتر و کاغذ و مقوا,کاغذ,3424,63357,2267,1157,66.20911214953271,1238,923,625,360,5.0,200.0,63352,61513,60839,41,3424,100.0,150150.0,319400.0,850000.0
category1_category2,دکوراتیو سنتی,آویز سرپرده سنتی,12,0,0,12,0.0,0,0,0,0,,,0,0,0,1,12,100.0,299000.0,380000.0,380000.0
category1_category2,دکوراتیو سنتی,آویز کلید دست ساز,9,0,0,9,0.0,0,0,0,0,,,0,0,0,1,9,100.0,776000.0,9500000.0,32300000.0
category1_category2,دکوراتیو سنتی,آینه سنتی,8,0,0,8,0.0,0,0,0,0,,,0,0,0,1,8,100.0,590000.0,1420150.0,13447499.99999999
category1_category2,دکوراتیو سنتی,اسپند سوز سنتی,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,440050.0,539500.0,638950.0
category1_category2,دکوراتیو سنتی,تابلو سنتی,28,0,0,28,0.0,0,0,0,0,,,0,0,0,1,28,100.0,2066500.0,10500000.0,50449999.999999985
category1_category2,دکوراتیو سنتی,جا دستمال کاغذی سنتی,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,10000000.0,10000000.0,10000000.0
category1_category2,دکوراتیو سنتی,زیر سیگاری سنتی,4,0,0,4,0.0,0,0,0,0,,,0,0,0,1,4,100.0,1533000.0,1770000.0,2542499.9999999995
category1_category2,دکوراتیو سنتی,ساعت دستساز بومی و محلی,6,0,0,6,0.0,0,0,0,0,,,0,0,0,2,6,100.0,5742500.0,8750000.0,16875000.0
category1_category2,دکوراتیو سنتی,ست اداری محلی,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,6955000.0,7450000.0,7945000.0
category1_category2,دکوراتیو سنتی,ست هدیه سنتی,63,0,0,63,0.0,0,0,0,0,,,0,0,0,3,63,100.0,2010000.0,6920000.0,80820000.0
category1_category2,دکوراتیو سنتی,ست هفت سین سنتی,46,0,0,46,0.0,0,0,0,0,,,0,0,0,2,46,100.0,1402500.0,4800000.0,20575000.0
category1_category2,دکوراتیو سنتی,سرمه دان دست ساز,3,0,0,3,0.0,0,0,0,0,,,0,0,0,2,3,100.0,455000.0,500000.0,1400000.0
category1_category2,دکوراتیو سنتی,سرکلیدی دست ساز,12,0,0,12,0.0,0,0,0,0,,,0,0,0,1,12,100.0,227050.0,950000.0,1050000.0
category1_category2,دکوراتیو سنتی,شلف گره چینی محلی,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,49800000.0,49800000.0,49800000.0
category1_category2,دکوراتیو سنتی,شمعدان دست ساز,15,0,0,15,0.0,0,0,0,0,,,0,0,0,1,15,100.0,782000.0,1490000.0,3512999.9999999977
category1_category2,دکوراتیو سنتی,قاب دست ساز,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,1860000.0,1860000.0,1860000.0
category1_category2,دکوراتیو سنتی,قفل دست ساز,2,0,0,2,0.0,0,0,0,0,,,0,0,0,2,2,100.0,643500.0,4365000.0,8086500.0
category1_category2,دکوراتیو سنتی,قلمدان سنتی,6,0,0,6,0.0,0,0,0,0,,,0,0,0,2,6,100.0,369000.0,525250.0,4665000.0
category1_category2,دکوراتیو سنتی,لوستر و چراغ آویز دست ساز,11,0,0,11,0.0,0,0,0,0,,,0,0,0,1,11,100.0,3375000.0,5000000.0,18150000.0
category1_category2,دکوراتیو سنتی,مجسمه دست ساز,30,0,0,30,0.0,0,0,0,0,,,0,0,0,3,30,100.0,443250.0,2720000.0,7609999.999999999
category1_category2,دکوراتیو سنتی,محصولات بافتنی,72,0,0,72,0.0,0,0,0,0,,,0,0,0,2,72,100.0,900000.0,2800000.0,7117250.000000002
category1_category2,دکوراتیو سنتی,میز دست ساز,2,0,0,2,0.0,0,0,0,0,,,0,0,0,1,2,100.0,24980000.0,25700000.0,26420000.0
category1_category2,دکوراتیو سنتی,نوار سوزن دوزی,3,0,0,3,0.0,0,0,0,0,,,0,0,0,1,3,100.0,1530000.0,1800000.0,2430000.0
category1_category2,دکوراتیو سنتی,چراغ خواب و آباژور دست ساز,24,0,0,24,0.0,0,0,0,0,,,0,0,0,1,24,100.0,1573500.0,7785000.0,32249999.99999999
category1_category2,دکوراتیو سنتی,چراغ پیه سوز,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,3810000.0,3810000.0,3810000.0
category1_category2,دکوراتیو سنتی,کاشی سنتی,4,0,0,4,0.0,0,0,0,0,,,0,0,0,2,4,100.0,380000.0,392500.0,443250.0
category1_category2,دکوراتیو سنتی,کشو دست ساز,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,5500000.0,5500000.0,5500000.0
category1_category2,دکوراتیو سنتی,گلدان دست ساز,59,0,0,59,0.0,0,0,0,0,,,0,0,0,2,59,100.0,298000.0,1850000.0,9839999.999999998
category1_category2,روفرشی و پشتی,روفرشی,406,4043,276,130,67.98029556650246,140,96,50,21,5.0,63.0,4042,3835,3822,9,406,100.0,1240000.0,4700000.0,14990000.0
category1_category2,روفرشی و پشتی,پشتی,45,228,30,15,66.66666666666667,7,6,3,1,2.0,23.0,228,209,216,1,45,100.0,1990000.0,11900000.0,15200000.0
category1_category2,رومیزی، رانر و زیربشقابی سنتی,رومیزی سنتی,29,0,0,29,0.0,0,0,0,0,,,0,0,0,3,29,100.0,528000.0,8000000.0,27999999.99999999
category1_category2,رومیزی، رانر و زیربشقابی سنتی,زیر لیوانی سنتی,12,0,0,12,0.0,0,0,0,0,,,0,0,0,1,12,100.0,631500.0,1180000.0,3400499.999999998
category1_category2,زیورآلات طلا بچگانه,زیورآلات طلا دخترانه,2541,129,44,2497,1.7316017316017316,3,1,1,1,1.0,7.400000000000006,129,120,98,8,2541,100.0,5268800.0,8484300.0,39900000.0
category1_category2,زیورآلات طلا زنانه,آویز ساعت طلا زنانه,1121,0,0,1121,0.0,0,0,0,0,,,0,0,0,15,1121,100.0,9754600.0,16890000.0,32154200.0
category1_category2,زیورآلات طلا زنانه,آویز طلا زنانه,5588,0,0,5588,0.0,0,0,0,0,,,0,0,0,20,5587,99.98210450966357,12283600.0,21106100.0,41908900.0
category1_category2,زیورآلات طلا زنانه,انگشتر طلا زنانه,713,0,0,713,0.0,0,0,0,0,,,0,0,0,17,713,100.0,18660400.0,77128600.0,680599999.9999999
category1_category2,زیورآلات طلا زنانه,جاکلیدی طلا زنانه,17,0,0,17,0.0,0,0,0,0,,,0,0,0,2,17,100.0,10077520.0,11893300.0,15217139.999999998
category1_category2,زیورآلات طلا زنانه,دستبند طلا زنانه,5022,0,0,5022,0.0,0,0,0,0,,,0,0,0,26,5022,100.0,8722000.0,13338500.0,123920400.0
category1_category2,زیورآلات طلا زنانه,زنجیر طلا زنانه,290,0,0,290,0.0,0,0,0,0,,,0,0,0,10,290,100.0,24482160.0,92488650.0,351472545.0
category1_category2,زیورآلات طلا زنانه,ست زیورآلات طلا زنانه,1938,0,0,1938,0.0,0,0,0,0,,,0,0,0,17,1938,100.0,17592190.0,45731000.0,200199149.9999998
category1_category2,زیورآلات طلا زنانه,پابند طلا زنانه,555,0,0,555,0.0,0,0,0,0,,,0,0,0,12,555,100.0,21098920.000000004,40490000.0,78255719.99999993
category1_category2,زیورآلات طلا زنانه,پیرسینگ طلا زنانه,46,0,0,46,0.0,0,0,0,0,,,0,0,0,3,46,100.0,10405000.0,53125000.0,69767500.0
category1_category2,زیورآلات طلا زنانه,گردنبند طلا زنانه,15743,0,0,15743,0.0,0,0,0,0,,,0,0,0,25,15743,100.0,15512580.000000002,41200000.0,99636800.0
category1_category2,زیورآلات طلا زنانه,گل سینه طلا زنانه,7,0,0,7,0.0,0,0,0,0,,,0,0,0,2,7,100.0,24020000.0,27096300.0,42185329.999999985
category1_category2,زیورآلات طلا زنانه,گوشواره طلا زنانه,1863,0,0,1863,0.0,0,0,0,0,,,0,0,0,24,1863,100.0,12453300.0,25289800.0,114844799.99999994
category1_category2,زیورآلات طلا مردانه,انگشتر طلا مردانه,30,16,10,20,33.333333333333336,0,0,0,0,1.0,3.549999999999999,16,15,15,3,30,100.0,10434000.0,11100000.0,251303849.99999994
category1_category2,زیورآلات طلا مردانه,جاکلیدی طلا مردانه,57,13,7,50,12.280701754385966,0,0,0,0,2.0,3.3999999999999986,13,13,13,2,57,100.0,9060000.0,13000000.0,13000000.0
category1_category2,زیورآلات طلا مردانه,دستبند طلا مردانه,3514,225,99,3415,2.817302219692658,10,5,1,0,1.0,9.099999999999994,224,206,209,13,3514,100.0,5268800.0,9345000.0,15350000.0
category1_category2,زیورآلات طلا مردانه,دکمه سردست طلا مردانه,1,0,0,1,0.0,0,0,0,0,,,0,0,0,1,1,100.0,491680000.0,491680000.0,491680000.0
category1_category2,زیورآلات طلا مردانه,زنجیر طلا مردانه,18,0,0,18,0.0,0,0,0,0,,,0,0,0,2,18,100.0,147572400.0,246620000.0,673444274.9999999
